"Date Printed: Tuesday, November 14, 2023 1:25:46 PM",,,,,,,,,
"Title: ""Chlamydia | Gonorrhea | HIV diagnoses | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | Alabama | Alaska | American Samoa | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Guam | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Northern Mariana Islands | Ohio | Oklahoma | Oregon | Pennsylvania | Puerto Rico | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | U.S. Virgin Islands | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Female | Male | 13-24 | 25-34 | 35-44 | 45-54 | 55+""""",,,,,,,,,
Footnote(s): Data for 2022 and 2023 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Data by transmission category presented based on assigned sex at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,
The 'Sex' column is used for either sex at birth or gender identity.,,,,,,,,,
NA - Not applicable.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
Gonorrhea,2018,North Carolina,37,13-24,All races/ethnicities,Female,"6,491",806.8,"804,499"
Gonorrhea,2018,North Carolina,37,55+,All races/ethnicities,Male,440,32,"1,374,641"
Gonorrhea,2018,North Carolina,37,45-54,All races/ethnicities,Male,752,112,"671,540"
Gonorrhea,2018,North Carolina,37,35-44,All races/ethnicities,Male,"1,721",272.9,"630,589"
Gonorrhea,2018,North Carolina,37,25-34,All races/ethnicities,Male,"4,440",641.6,"692,017"
Gonorrhea,2018,North Carolina,37,13-24,All races/ethnicities,Male,"4,892",579.1,"844,757"
Chlamydia,2021,North Carolina,37,55+,All races/ethnicities,Female,148,8.7,"1,709,794"
Chlamydia,2021,North Carolina,37,45-54,All races/ethnicities,Female,476,69.4,"685,796"
Chlamydia,2021,North Carolina,37,35-44,All races/ethnicities,Female,"2,045",301,"679,330"
Chlamydia,2021,North Carolina,37,25-34,All races/ethnicities,Female,"10,745",1510.3,"711,469"
Chlamydia,2021,North Carolina,37,13-24,All races/ethnicities,Female,"28,976",3533.2,"820,099"
Chlamydia,2021,North Carolina,37,55+,All races/ethnicities,Male,286,19.6,"1,457,591"
Chlamydia,2021,North Carolina,37,45-54,All races/ethnicities,Male,608,91.9,"661,758"
Chlamydia,2021,North Carolina,37,35-44,All races/ethnicities,Male,"1,841",282,"652,880"
Chlamydia,2021,North Carolina,37,25-34,All races/ethnicities,Male,"6,968",993.1,"701,620"
Chlamydia,2021,North Carolina,37,13-24,All races/ethnicities,Male,"11,513",1337.6,"860,704"
Chlamydia,2020 (COVID-19 Pandemic),North Carolina,37,55+,All races/ethnicities,Female,128,7.6,"1,678,537"
Chlamydia,2020 (COVID-19 Pandemic),North Carolina,37,45-54,All races/ethnicities,Female,432,62.9,"687,331"
Chlamydia,2020 (COVID-19 Pandemic),North Carolina,37,35-44,All races/ethnicities,Female,"2,002",298.8,"670,034"
Chlamydia,2020 (COVID-19 Pandemic),North Carolina,37,25-34,All races/ethnicities,Female,"10,815",1538.2,"703,091"
Chlamydia,2020 (COVID-19 Pandemic),North Carolina,37,13-24,All races/ethnicities,Female,"30,322",3746.3,"809,383"
Chlamydia,2020 (COVID-19 Pandemic),North Carolina,37,55+,All races/ethnicities,Male,271,18.9,"1,430,160"
Chlamydia,2020 (COVID-19 Pandemic),North Carolina,37,45-54,All races/ethnicities,Male,612,91.9,"665,974"
Chlamydia,2020 (COVID-19 Pandemic),North Carolina,37,35-44,All races/ethnicities,Male,"1,763",273.5,"644,718"
Chlamydia,2020 (COVID-19 Pandemic),North Carolina,37,25-34,All races/ethnicities,Male,"6,603",951.8,"693,705"
Chlamydia,2020 (COVID-19 Pandemic),North Carolina,37,13-24,All races/ethnicities,Male,"11,635",1367.4,"850,911"
Chlamydia,2019,North Carolina,37,55+,All races/ethnicities,Female,124,7.3,"1,699,745"
Chlamydia,2019,North Carolina,37,45-54,All races/ethnicities,Female,488,69.8,"699,397"
Chlamydia,2019,North Carolina,37,35-44,All races/ethnicities,Female,"2,038",304.6,"669,132"
Chlamydia,2019,North Carolina,37,25-34,All races/ethnicities,Female,"11,167",1572.1,"710,328"
Chlamydia,2019,North Carolina,37,13-24,All races/ethnicities,Female,"33,200",4113.7,"807,060"
Chlamydia,2019,North Carolina,37,55+,All races/ethnicities,Male,291,20.6,"1,413,474"
Chlamydia,2019,North Carolina,37,45-54,All races/ethnicities,Male,649,97.6,"664,670"
Chlamydia,2019,North Carolina,37,35-44,All races/ethnicities,Male,"1,880",296.4,"634,295"
Chlamydia,2019,North Carolina,37,25-34,All races/ethnicities,Male,"7,223",1023.5,"705,741"
Chlamydia,2019,North Carolina,37,13-24,All races/ethnicities,Male,"13,155",1553.7,"846,692"
Chlamydia,2018,North Carolina,37,55+,All races/ethnicities,Female,139,8.4,"1,655,105"
Chlamydia,2018,North Carolina,37,45-54,All races/ethnicities,Female,394,55.8,"705,506"
Chlamydia,2018,North Carolina,37,35-44,All races/ethnicities,Female,"1,912",287.9,"664,178"
Chlamydia,2018,North Carolina,37,25-34,All races/ethnicities,Female,"10,617",1519,"698,949"
Chlamydia,2018,North Carolina,37,13-24,All races/ethnicities,Female,"32,368",4023.4,"804,499"
Chlamydia,2018,North Carolina,37,55+,All races/ethnicities,Male,221,16.1,"1,374,641"
Chlamydia,2018,North Carolina,37,45-54,All races/ethnicities,Male,613,91.3,"671,540"
Chlamydia,2018,North Carolina,37,35-44,All races/ethnicities,Male,"1,671",265,"630,589"
Chlamydia,2018,North Carolina,37,25-34,All races/ethnicities,Male,"6,525",942.9,"692,017"
Chlamydia,2018,North Carolina,37,13-24,All races/ethnicities,Male,"12,070",1428.8,"844,757"
HIV diagnoses,2021,North Carolina,37,55+,All races/ethnicities,Female,41,2.4,"1,709,794"
HIV diagnoses,2021,North Carolina,37,45-54,All races/ethnicities,Female,48,7,"685,796"
HIV diagnoses,2021,North Carolina,37,35-44,All races/ethnicities,Female,56,8.2,"679,330"
HIV diagnoses,2021,North Carolina,37,25-34,All races/ethnicities,Female,76,10.7,"711,469"
HIV diagnoses,2021,North Carolina,37,13-24,All races/ethnicities,Female,27,3.3,"820,099"
HIV diagnoses,2021,North Carolina,37,55+,All races/ethnicities,Male,86,5.9,"1,457,591"
HIV diagnoses,2021,North Carolina,37,45-54,All races/ethnicities,Male,108,16.3,"661,758"
HIV diagnoses,2021,North Carolina,37,35-44,All races/ethnicities,Male,195,29.9,"652,880"
HIV diagnoses,2021,North Carolina,37,25-34,All races/ethnicities,Male,429,61.1,"701,620"
HIV diagnoses,2021,North Carolina,37,13-24,All races/ethnicities,Male,324,37.6,"860,704"
HIV diagnoses,2020 (COVID-19 Pandemic),North Carolina,37,55+,All races/ethnicities,Female,37,2.2,"1,678,537"
HIV diagnoses,2020 (COVID-19 Pandemic),North Carolina,37,45-54,All races/ethnicities,Female,34,4.9,"687,331"
HIV diagnoses,2020 (COVID-19 Pandemic),North Carolina,37,35-44,All races/ethnicities,Female,43,6.4,"670,034"
HIV diagnoses,2020 (COVID-19 Pandemic),North Carolina,37,25-34,All races/ethnicities,Female,49,7,"703,091"
HIV diagnoses,2020 (COVID-19 Pandemic),North Carolina,37,13-24,All races/ethnicities,Female,24,3,"809,383"
HIV diagnoses,2020 (COVID-19 Pandemic),North Carolina,37,55+,All races/ethnicities,Male,73,5.1,"1,430,160"
HIV diagnoses,2020 (COVID-19 Pandemic),North Carolina,37,45-54,All races/ethnicities,Male,86,12.9,"665,974"
HIV diagnoses,2020 (COVID-19 Pandemic),North Carolina,37,35-44,All races/ethnicities,Male,146,22.6,"644,718"
HIV diagnoses,2020 (COVID-19 Pandemic),North Carolina,37,25-34,All races/ethnicities,Male,332,47.9,"693,705"
HIV diagnoses,2020 (COVID-19 Pandemic),North Carolina,37,13-24,All races/ethnicities,Male,255,30,"850,911"
HIV diagnoses,2019,North Carolina,37,55+,All races/ethnicities,Female,58,3.4,"1,700,430"
HIV diagnoses,2019,North Carolina,37,45-54,All races/ethnicities,Female,41,5.9,"699,642"
HIV diagnoses,2019,North Carolina,37,35-44,All races/ethnicities,Female,51,7.6,"669,921"
HIV diagnoses,2019,North Carolina,37,25-34,All races/ethnicities,Female,56,7.9,"712,217"
HIV diagnoses,2019,North Carolina,37,13-24,All races/ethnicities,Female,32,4,"808,201"
HIV diagnoses,2019,North Carolina,37,55+,All races/ethnicities,Male,83,5.9,"1,413,735"
HIV diagnoses,2019,North Carolina,37,45-54,All races/ethnicities,Male,110,16.6,"664,469"
HIV diagnoses,2019,North Carolina,37,35-44,All races/ethnicities,Male,168,26.5,"634,706"
HIV diagnoses,2019,North Carolina,37,25-34,All races/ethnicities,Male,424,60,"707,175"
HIV diagnoses,2019,North Carolina,37,13-24,All races/ethnicities,Male,344,40.4,"851,000"
HIV diagnoses,2018,North Carolina,37,55+,All races/ethnicities,Female,43,2.6,"1,656,247"
HIV diagnoses,2018,North Carolina,37,45-54,All races/ethnicities,Female,47,6.7,"705,748"
HIV diagnoses,2018,North Carolina,37,35-44,All races/ethnicities,Female,54,8.1,"664,807"
HIV diagnoses,2018,North Carolina,37,25-34,All races/ethnicities,Female,52,7.4,"700,399"
HIV diagnoses,2018,North Carolina,37,13-24,All races/ethnicities,Female,38,4.7,"805,325"
HIV diagnoses,2018,North Carolina,37,55+,All races/ethnicities,Male,86,6.3,"1,375,746"
HIV diagnoses,2018,North Carolina,37,45-54,All races/ethnicities,Male,120,17.9,"671,555"
HIV diagnoses,2018,North Carolina,37,35-44,All races/ethnicities,Male,142,22.5,"631,067"
HIV diagnoses,2018,North Carolina,37,25-34,All races/ethnicities,Male,330,47.6,"693,238"
HIV diagnoses,2018,North Carolina,37,13-24,All races/ethnicities,Male,268,31.7,"845,773"
Gonorrhea,2021,North Dakota,38,55+,All races/ethnicities,Female,2,1.8,"111,204"
Gonorrhea,2021,North Dakota,38,45-54,All races/ethnicities,Female,22,58.8,"37,427"
Gonorrhea,2021,North Dakota,38,35-44,All races/ethnicities,Female,167,361.2,"46,241"
Gonorrhea,2021,North Dakota,38,25-34,All races/ethnicities,Female,363,700.7,"51,807"
Gonorrhea,2021,North Dakota,38,13-24,All races/ethnicities,Female,Data suppressed,Data suppressed,"63,854"
Gonorrhea,2021,North Dakota,38,55+,All races/ethnicities,Male,15,14.2,"105,555"
Gonorrhea,2021,North Dakota,38,45-54,All races/ethnicities,Male,49,119.2,"41,107"
Gonorrhea,2021,North Dakota,38,35-44,All races/ethnicities,Male,179,335.8,"53,298"
Gonorrhea,2021,North Dakota,38,25-34,All races/ethnicities,Male,361,610.2,"59,165"
Gonorrhea,2021,North Dakota,38,13-24,All races/ethnicities,Male,Data suppressed,Data suppressed,"69,924"
Gonorrhea,2020 (COVID-19 Pandemic),North Dakota,38,55+,All races/ethnicities,Female,3,2.7,"110,939"
Gonorrhea,2020 (COVID-19 Pandemic),North Dakota,38,45-54,All races/ethnicities,Female,25,66,"37,872"
Gonorrhea,2020 (COVID-19 Pandemic),North Dakota,38,35-44,All races/ethnicities,Female,135,296.9,"45,468"
Gonorrhea,2020 (COVID-19 Pandemic),North Dakota,38,25-34,All races/ethnicities,Female,340,645.2,"52,697"
Gonorrhea,2020 (COVID-19 Pandemic),North Dakota,38,13-24,All races/ethnicities,Female,358,562.8,"63,605"
Gonorrhea,2020 (COVID-19 Pandemic),North Dakota,38,55+,All races/ethnicities,Male,14,13.3,"105,329"
Gonorrhea,2020 (COVID-19 Pandemic),North Dakota,38,45-54,All races/ethnicities,Male,40,96,"41,682"
Gonorrhea,2020 (COVID-19 Pandemic),North Dakota,38,35-44,All races/ethnicities,Male,148,282.6,"52,371"
Gonorrhea,2020 (COVID-19 Pandemic),North Dakota,38,25-34,All races/ethnicities,Male,364,595.7,"61,102"
Gonorrhea,2020 (COVID-19 Pandemic),North Dakota,38,13-24,All races/ethnicities,Male,232,332.5,"69,767"
Gonorrhea,2019,North Dakota,38,55+,All races/ethnicities,Female,2,1.8,"110,993"
Gonorrhea,2019,North Dakota,38,45-54,All races/ethnicities,Female,20,52.8,"37,895"
Gonorrhea,2019,North Dakota,38,35-44,All races/ethnicities,Female,101,232.6,"43,423"
Gonorrhea,2019,North Dakota,38,25-34,All races/ethnicities,Female,279,531,"52,543"
Gonorrhea,2019,North Dakota,38,13-24,All races/ethnicities,Female,326,530.8,"61,418"
Gonorrhea,2019,North Dakota,38,55+,All races/ethnicities,Male,13,12.7,"102,730"
Gonorrhea,2019,North Dakota,38,45-54,All races/ethnicities,Male,34,84.4,"40,304"
Gonorrhea,2019,North Dakota,38,35-44,All races/ethnicities,Male,132,268.5,"49,153"
Gonorrhea,2019,North Dakota,38,25-34,All races/ethnicities,Male,322,519.1,"62,028"
Gonorrhea,2019,North Dakota,38,13-24,All races/ethnicities,Male,215,321.1,"66,962"
Gonorrhea,2018,North Dakota,38,55+,All races/ethnicities,Female,0,0,"109,748"
Gonorrhea,2018,North Dakota,38,45-54,All races/ethnicities,Female,16,41.3,"38,768"
Gonorrhea,2018,North Dakota,38,35-44,All races/ethnicities,Female,94,222.1,"42,321"
Gonorrhea,2018,North Dakota,38,25-34,All races/ethnicities,Female,250,477.3,"52,379"
Gonorrhea,2018,North Dakota,38,13-24,All races/ethnicities,Female,348,565.6,"61,527"
Gonorrhea,2018,North Dakota,38,55+,All races/ethnicities,Male,13,12.8,"101,444"
Gonorrhea,2018,North Dakota,38,45-54,All races/ethnicities,Male,28,68.1,"41,118"
Gonorrhea,2018,North Dakota,38,35-44,All races/ethnicities,Male,105,219.3,"47,889"
Gonorrhea,2018,North Dakota,38,25-34,All races/ethnicities,Male,297,478.7,"62,041"
Gonorrhea,2018,North Dakota,38,13-24,All races/ethnicities,Male,218,324.4,"67,210"
Chlamydia,2021,North Dakota,38,55+,All races/ethnicities,Female,5,4.5,"111,204"
Chlamydia,2021,North Dakota,38,45-54,All races/ethnicities,Female,30,80.2,"37,427"
Chlamydia,2021,North Dakota,38,35-44,All races/ethnicities,Female,148,320.1,"46,241"
Chlamydia,2021,North Dakota,38,25-34,All races/ethnicities,Female,666,1285.5,"51,807"
Chlamydia,2021,North Dakota,38,13-24,All races/ethnicities,Female,"1,677",2626.3,"63,854"
Chlamydia,2021,North Dakota,38,55+,All races/ethnicities,Male,12,11.4,"105,555"
Chlamydia,2021,North Dakota,38,45-54,All races/ethnicities,Male,44,107,"41,107"
Chlamydia,2021,North Dakota,38,35-44,All races/ethnicities,Male,171,320.8,"53,298"
Chlamydia,2021,North Dakota,38,25-34,All races/ethnicities,Male,478,807.9,"59,165"
Chlamydia,2021,North Dakota,38,13-24,All races/ethnicities,Male,730,1044,"69,924"
Chlamydia,2020 (COVID-19 Pandemic),North Dakota,38,55+,All races/ethnicities,Female,5,4.5,"110,939"
Chlamydia,2020 (COVID-19 Pandemic),North Dakota,38,45-54,All races/ethnicities,Female,22,58.1,"37,872"
Chlamydia,2020 (COVID-19 Pandemic),North Dakota,38,35-44,All races/ethnicities,Female,159,349.7,"45,468"
Chlamydia,2020 (COVID-19 Pandemic),North Dakota,38,25-34,All races/ethnicities,Female,615,1167,"52,697"
Chlamydia,2020 (COVID-19 Pandemic),North Dakota,38,13-24,All races/ethnicities,Female,"1,549",2435.3,"63,605"
Chlamydia,2020 (COVID-19 Pandemic),North Dakota,38,55+,All races/ethnicities,Male,4,3.8,"105,329"
Chlamydia,2020 (COVID-19 Pandemic),North Dakota,38,45-54,All races/ethnicities,Male,21,50.4,"41,682"
Chlamydia,2020 (COVID-19 Pandemic),North Dakota,38,35-44,All races/ethnicities,Male,122,233,"52,371"
Chlamydia,2020 (COVID-19 Pandemic),North Dakota,38,25-34,All races/ethnicities,Male,426,697.2,"61,102"
Chlamydia,2020 (COVID-19 Pandemic),North Dakota,38,13-24,All races/ethnicities,Male,636,911.6,"69,767"
Chlamydia,2019,North Dakota,38,55+,All races/ethnicities,Female,3,2.7,"110,993"
Chlamydia,2019,North Dakota,38,45-54,All races/ethnicities,Female,14,36.9,"37,895"
Chlamydia,2019,North Dakota,38,35-44,All races/ethnicities,Female,133,306.3,"43,423"
Chlamydia,2019,North Dakota,38,25-34,All races/ethnicities,Female,628,1195.2,"52,543"
Chlamydia,2019,North Dakota,38,13-24,All races/ethnicities,Female,"1,669",2717.4,"61,418"
Chlamydia,2019,North Dakota,38,55+,All races/ethnicities,Male,8,7.8,"102,730"
Chlamydia,2019,North Dakota,38,45-54,All races/ethnicities,Male,26,64.5,"40,304"
Chlamydia,2019,North Dakota,38,35-44,All races/ethnicities,Male,135,274.7,"49,153"
Chlamydia,2019,North Dakota,38,25-34,All races/ethnicities,Male,503,810.9,"62,028"
Chlamydia,2019,North Dakota,38,13-24,All races/ethnicities,Male,749,1118.5,"66,962"
Chlamydia,2018,North Dakota,38,55+,All races/ethnicities,Female,1,0.9,"109,748"
Chlamydia,2018,North Dakota,38,45-54,All races/ethnicities,Female,13,33.5,"38,768"
Chlamydia,2018,North Dakota,38,35-44,All races/ethnicities,Female,138,326.1,"42,321"
Chlamydia,2018,North Dakota,38,25-34,All races/ethnicities,Female,568,1084.4,"52,379"
Chlamydia,2018,North Dakota,38,13-24,All races/ethnicities,Female,"1,583",2572.9,"61,527"
Chlamydia,2018,North Dakota,38,55+,All races/ethnicities,Male,12,11.8,"101,444"
Chlamydia,2018,North Dakota,38,45-54,All races/ethnicities,Male,21,51.1,"41,118"
Chlamydia,2018,North Dakota,38,35-44,All races/ethnicities,Male,116,242.2,"47,889"
Chlamydia,2018,North Dakota,38,25-34,All races/ethnicities,Male,440,709.2,"62,041"
Chlamydia,2018,North Dakota,38,13-24,All races/ethnicities,Male,633,941.8,"67,210"
HIV diagnoses,2021,North Dakota,38,55+,All races/ethnicities,Female,0,0,"111,204"
HIV diagnoses,2021,North Dakota,38,45-54,All races/ethnicities,Female,4,10.7,"37,427"
HIV diagnoses,2021,North Dakota,38,35-44,All races/ethnicities,Female,2,4.3,"46,241"
HIV diagnoses,2021,North Dakota,38,25-34,All races/ethnicities,Female,4,7.7,"51,807"
HIV diagnoses,2021,North Dakota,38,13-24,All races/ethnicities,Female,4,6.3,"63,854"
HIV diagnoses,2021,North Dakota,38,55+,All races/ethnicities,Male,2,1.9,"105,555"
HIV diagnoses,2021,North Dakota,38,45-54,All races/ethnicities,Male,4,9.7,"41,107"
HIV diagnoses,2021,North Dakota,38,35-44,All races/ethnicities,Male,6,11.3,"53,298"
HIV diagnoses,2021,North Dakota,38,25-34,All races/ethnicities,Male,8,13.5,"59,165"
HIV diagnoses,2021,North Dakota,38,13-24,All races/ethnicities,Male,3,4.3,"69,920"
HIV diagnoses,2020 (COVID-19 Pandemic),North Dakota,38,55+,All races/ethnicities,Female,0,0,"110,939"
HIV diagnoses,2020 (COVID-19 Pandemic),North Dakota,38,45-54,All races/ethnicities,Female,1,2.6,"37,872"
HIV diagnoses,2020 (COVID-19 Pandemic),North Dakota,38,35-44,All races/ethnicities,Female,5,11,"45,468"
HIV diagnoses,2020 (COVID-19 Pandemic),North Dakota,38,25-34,All races/ethnicities,Female,4,7.6,"52,697"
HIV diagnoses,2020 (COVID-19 Pandemic),North Dakota,38,13-24,All races/ethnicities,Female,1,1.6,"63,605"
HIV diagnoses,2020 (COVID-19 Pandemic),North Dakota,38,55+,All races/ethnicities,Male,2,1.9,"105,329"
HIV diagnoses,2020 (COVID-19 Pandemic),North Dakota,38,45-54,All races/ethnicities,Male,6,14.4,"41,682"
HIV diagnoses,2020 (COVID-19 Pandemic),North Dakota,38,35-44,All races/ethnicities,Male,5,9.5,"52,371"
HIV diagnoses,2020 (COVID-19 Pandemic),North Dakota,38,25-34,All races/ethnicities,Male,9,14.7,"61,102"
HIV diagnoses,2020 (COVID-19 Pandemic),North Dakota,38,13-24,All races/ethnicities,Male,4,5.7,"69,765"
HIV diagnoses,2019,North Dakota,38,55+,All races/ethnicities,Female,1,0.9,"110,995"
HIV diagnoses,2019,North Dakota,38,45-54,All races/ethnicities,Female,2,5.3,"37,821"
HIV diagnoses,2019,North Dakota,38,35-44,All races/ethnicities,Female,2,4.6,"43,546"
HIV diagnoses,2019,North Dakota,38,25-34,All races/ethnicities,Female,5,9.5,"52,733"
HIV diagnoses,2019,North Dakota,38,13-24,All races/ethnicities,Female,1,1.6,"61,793"
HIV diagnoses,2019,North Dakota,38,55+,All races/ethnicities,Male,2,1.9,"102,749"
HIV diagnoses,2019,North Dakota,38,45-54,All races/ethnicities,Male,3,7.4,"40,389"
HIV diagnoses,2019,North Dakota,38,35-44,All races/ethnicities,Male,5,10.2,"49,207"
HIV diagnoses,2019,North Dakota,38,25-34,All races/ethnicities,Male,15,24.2,"62,034"
HIV diagnoses,2019,North Dakota,38,13-24,All races/ethnicities,Male,4,5.9,"67,543"
HIV diagnoses,2018,North Dakota,38,55+,All races/ethnicities,Female,1,0.9,"109,755"
HIV diagnoses,2018,North Dakota,38,45-54,All races/ethnicities,Female,1,2.6,"38,756"
HIV diagnoses,2018,North Dakota,38,35-44,All races/ethnicities,Female,2,4.7,"42,448"
HIV diagnoses,2018,North Dakota,38,25-34,All races/ethnicities,Female,8,15.2,"52,623"
HIV diagnoses,2018,North Dakota,38,13-24,All races/ethnicities,Female,1,1.6,"61,951"
HIV diagnoses,2018,North Dakota,38,55+,All races/ethnicities,Male,1,1,"101,439"
HIV diagnoses,2018,North Dakota,38,45-54,All races/ethnicities,Male,3,7.3,"41,213"
HIV diagnoses,2018,North Dakota,38,35-44,All races/ethnicities,Male,8,16.7,"47,929"
HIV diagnoses,2018,North Dakota,38,25-34,All races/ethnicities,Male,7,11.3,"62,143"
HIV diagnoses,2018,North Dakota,38,13-24,All races/ethnicities,Male,3,4.4,"67,805"
Gonorrhea,2021,Ohio,39,55+,All races/ethnicities,Female,86,4.4,"1,969,026"
Gonorrhea,2021,Ohio,39,45-54,All races/ethnicities,Female,277,38.9,"711,980"
Gonorrhea,2021,Ohio,39,35-44,All races/ethnicities,Female,"1,282",176.3,"727,128"
Gonorrhea,2021,Ohio,39,25-34,All races/ethnicities,Female,"4,213",546.7,"770,626"
Gonorrhea,2021,Ohio,39,13-24,All races/ethnicities,Female,"7,833",875.8,"894,351"
Gonorrhea,2021,Ohio,39,55+,All races/ethnicities,Male,530,30.8,"1,719,652"
Gonorrhea,2021,Ohio,39,45-54,All races/ethnicities,Male,794,111.5,"712,158"
Gonorrhea,2021,Ohio,39,35-44,All races/ethnicities,Male,"2,187",299.8,"729,400"
Gonorrhea,2021,Ohio,39,25-34,All races/ethnicities,Male,"5,272",673.4,"782,892"
Gonorrhea,2021,Ohio,39,13-24,All races/ethnicities,Male,"5,333",573,"930,774"
Gonorrhea,2020 (COVID-19 Pandemic),Ohio,39,55+,All races/ethnicities,Female,100,5.1,"1,960,779"
Gonorrhea,2020 (COVID-19 Pandemic),Ohio,39,45-54,All races/ethnicities,Female,316,43.6,"724,015"
Gonorrhea,2020 (COVID-19 Pandemic),Ohio,39,35-44,All races/ethnicities,Female,"1,295",180.1,"719,214"
Gonorrhea,2020 (COVID-19 Pandemic),Ohio,39,25-34,All races/ethnicities,Female,"4,641",602.2,"770,647"
Gonorrhea,2020 (COVID-19 Pandemic),Ohio,39,13-24,All races/ethnicities,Female,"8,776",982.3,"893,431"
Gonorrhea,2020 (COVID-19 Pandemic),Ohio,39,55+,All races/ethnicities,Male,624,36.5,"1,710,508"
Gonorrhea,2020 (COVID-19 Pandemic),Ohio,39,45-54,All races/ethnicities,Male,993,137,"724,811"
Gonorrhea,2020 (COVID-19 Pandemic),Ohio,39,35-44,All races/ethnicities,Male,"2,402",333.2,"720,840"
Gonorrhea,2020 (COVID-19 Pandemic),Ohio,39,25-34,All races/ethnicities,Male,"5,907",755.2,"782,133"
Gonorrhea,2020 (COVID-19 Pandemic),Ohio,39,13-24,All races/ethnicities,Male,"5,894",633.8,"929,897"
Gonorrhea,2019,Ohio,39,55+,All races/ethnicities,Female,69,3.5,"1,972,399"
Gonorrhea,2019,Ohio,39,45-54,All races/ethnicities,Female,263,35.9,"732,309"
Gonorrhea,2019,Ohio,39,35-44,All races/ethnicities,Female,"1,049",149.1,"703,653"
Gonorrhea,2019,Ohio,39,25-34,All races/ethnicities,Female,"3,929",510.6,"769,505"
Gonorrhea,2019,Ohio,39,13-24,All races/ethnicities,Female,"7,062",799.4,"883,373"
Gonorrhea,2019,Ohio,39,55+,All races/ethnicities,Male,700,41.7,"1,678,604"
Gonorrhea,2019,Ohio,39,45-54,All races/ethnicities,Male,"1,012",141.5,"715,272"
Gonorrhea,2019,Ohio,39,35-44,All races/ethnicities,Male,"2,040",293.9,"694,155"
Gonorrhea,2019,Ohio,39,25-34,All races/ethnicities,Male,"4,986",635.3,"784,873"
